08-15-2020 02:21:18.890 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - beforeClass - Application launched successfully
08-15-2020 02:21:18.969 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (4af640e04c5665be8670cec20444ea6f)] -> xpath: //a[contains(text(), 'Shopping List')]]
08-15-2020 02:21:19.376 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (4af640e04c5665be8670cec20444ea6f)] -> xpath: //button[contains(text(),'Add')]]
08-15-2020 02:21:19.486 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - test_shouldAddNewIngredient_whenValidNameAndAmountEntered - Test passed
08-15-2020 02:21:19.752 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - tearDown - Browser terminated
08-15-2020 02:21:19.752 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - tearDown - ----------------------------------------------
08-15-2020 02:21:22.044 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - beforeClass - Application launched successfully
08-15-2020 02:21:22.093 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - test_shouldDisplayText_whenUserInLandingPage - Test Passed
08-15-2020 02:21:22.343 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - Browser terminated
08-15-2020 02:21:22.344 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - ----------------------------------------------
08-15-2020 02:21:24.641 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - beforeClass - Application launched successfully
08-15-2020 02:21:24.678 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (e90141bb3840a8f1c8e21b2cd576d117)] -> xpath: //a[contains(text(), 'Shopping List')]]
08-15-2020 02:21:24.979 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - test_shouldDisableAddButton_WhenOnlyNameIsEngered - Test passed
08-15-2020 02:21:25.228 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - tearDown - Browser terminated
08-15-2020 02:21:25.229 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - tearDown - ----------------------------------------------
08-15-2020 02:21:27.712 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - beforeClass - Application launched successfully
08-15-2020 02:21:27.913 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - test_shouldDisplayRecipesList_whenUserInLandingPage - Test Passed
08-15-2020 02:21:28.183 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - Browser terminated
08-15-2020 02:21:28.184 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - ----------------------------------------------
08-15-2020 02:21:30.512 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - beforeClass - Application launched successfully
08-15-2020 02:21:30.548 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (a29a526e84a5f9f22ab80b073dcf1498)] -> xpath: //a[contains(text(), 'Shopping List')]]
08-15-2020 02:21:30.927 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - test_shouldDisableAddButton_WhenAmountIsNotNumber - Test passed
08-15-2020 02:21:31.154 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - tearDown - Browser terminated
08-15-2020 02:21:31.154 INFO  com.sanjayautomation.recipebook.testcases.TestShoppingListPage - tearDown - ----------------------------------------------
08-15-2020 02:21:33.460 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - beforeClass - Application launched successfully
08-15-2020 02:21:33.488 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (2d2df585cfa0e63b27efba1317c5b365)] -> xpath: //button[contains(.,'New Recipe')]]
08-15-2020 02:21:34.303 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (2d2df585cfa0e63b27efba1317c5b365)] -> xpath: //button[contains(text(), 'Save')]]
08-15-2020 02:21:34.529 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - test_shouldAddNewRecipe_whenCorrectValuesEntered - Test Passed
08-15-2020 02:21:34.751 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - Browser terminated
08-15-2020 02:21:34.752 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - ----------------------------------------------
08-15-2020 02:21:39.728 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - beforeClass - Application launched successfully
08-15-2020 02:21:39.761 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (52ec4f542d5a15c1fbf583c308bef4a6)] -> xpath: //button[contains(.,'New Recipe')]]
08-15-2020 02:21:40.952 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (52ec4f542d5a15c1fbf583c308bef4a6)] -> xpath: //button[contains(text(), 'Save')]]
08-15-2020 02:21:41.134 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - test_shouldAddMultipleNewRecipes_whenCorrectValuesEnteredOneAfterAnother - Test Passed
08-15-2020 02:21:41.422 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - Browser terminated
08-15-2020 02:21:41.423 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - ----------------------------------------------
08-15-2020 02:21:46.788 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - beforeClass - Application launched successfully
08-15-2020 02:21:46.837 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (763554f4c05887617066577360fc26d8)] -> xpath: //button[contains(.,'New Recipe')]]
08-15-2020 02:21:48.186 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (763554f4c05887617066577360fc26d8)] -> xpath: //button[contains(text(), 'Save')]]
08-15-2020 02:21:48.380 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - test_shouldAddMultipleNewRecipes_whenCorrectValuesEnteredOneAfterAnother - Test Passed
08-15-2020 02:21:48.600 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - Browser terminated
08-15-2020 02:21:48.600 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - ----------------------------------------------
08-15-2020 02:21:52.473 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - beforeClass - Application launched successfully
08-15-2020 02:21:52.537 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (7292e1a3e12ad98dfd31acfdbab85b63)] -> xpath: //button[contains(.,'New Recipe')]]
08-15-2020 02:21:53.719 INFO  com.sanjayautomation.recipebook.utilities.WebEventListener - beforeClickOn - Trying to click on: [[ChromeDriver: chrome on MAC (7292e1a3e12ad98dfd31acfdbab85b63)] -> xpath: //button[contains(text(), 'Save')]]
08-15-2020 02:21:53.869 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - test_shouldAddMultipleNewRecipes_whenCorrectValuesEnteredOneAfterAnother - Test Passed
08-15-2020 02:21:54.059 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - Browser terminated
08-15-2020 02:21:54.060 INFO  com.sanjayautomation.recipebook.testcases.TestRecipesPage - afterClass - ----------------------------------------------
